pmid,litagion,harm,directionality
17964054,[32534-81-9]_[pentabromodiphenyl ether],any_congenital,1
17969172,[unknowncas]_[emf not rf],cognitive,2
19224378,[unknowncas]_[emf not rf],neuro_cancer,1
19224978,[79-06-1]_[Acrylamide],breast,2
19233222,[UnknownCAS]_[Carbon nanotubes],lung,1
19240040,[335-67-1]_[perfluorooctanoic acid],liver,2
21756885,[7440-43-9]_[Cadmium],reproductive,1
19265277,[117-81-7]_[diethylhexyl phthalate],any_congenital,2
19278713,[1912-24-9]_[atrazine],any_congenital,2
19283420,[3380-34-5]_[triclosan],any_congenital,1
19293373,[2921-88-2]_[chlorpyrifos],cognitive,1
19294385,[71-43-2]_[benzene],hematologic_cancer,1
19301023,[14807-96-6]_[talc],reproductive_cancer,2
14754571,[2921-88-2]_[chlorpyrifos],any_congenital,1
14759665,[7439-92-1]_[lead],any_congenital,1
14761355,[7440-43-9]_[cadmium],renal,1
14761514,[107-06-2]_[ethylene dichloride],neuro,1
14766197,[2921-88-2]_[chlorpyrifos],any_congenital,1
14962507,[7439-97-6]_[mercury],eye,1
9212780,[335-67-1]_[perfluorooctanoic acid],reproductive,1
14980730,[106-94-5]_[1-bromopropane],neuro,1
14985514,[2921-88-2]_[chlorpyrifos],neuro,2
14985523,[71-43-2]_[benzene],hematologic_cancer,1
14992463,[50-00-0]_[formaldehyde],ent_cancer,1
14998743,[2921-88-2]_[chlorpyrifos],any_congenital,1
15003326,[118-74-1]_[hexachlorobenzene],integument,1
15003701,[3380-34-5]_[Triclosan],liver,1
15013064,[28553-12-0]_[diisononyl phthalate],any_congenital,1
15019306,[12108-13-3]_[2-methylcyclopentadienyl manganese tricarbonyl],neuro,1
15019964,[2921-88-2]_[chlorpyrifos],neuro,1
3622725,[7439-92-1]_[lead],reproductive,1
15045467,[2921-88-2]_[chlorpyrifos],neuro,2
21241770,[335-67-1]_[perfluorooctanoic acid],reproductive,1
15091291,[106-89-8]_[epichlorohydrin],lung,1
15095877,[1071-83-6]_[glyphosate],any_congenital,1
15095892,[7439-92-1]_[lead],any_congenital,1
15095900,[1912-24-9]_[atrazine],any_congenital,2
15099826,[1912-24-9]_[atrazine],any_congenital,2
15101040,[3380-34-5]_[triclosan],any_congenital,1
15101041,[80-05-7]_[bisphenol a],breast,1
15104785,[50-00-0]_[formaldehyde],cognitive,2
15105178,[unknowncas]_[emf not rf],breast,1
15117913,[unknownCAS]_[dietary salt],heart_chf,1
21896169,nano_Zinc oxide,lung,1
21899097,[7439-97-6]_[Mercury],any_congenital,2
21899407,[2921-88-2]_[Chlorpyrifos],neuro,1
21901812,[1163-19-5]_[decabromobiphenyl ether],liver,1
21903720,[80-05-7]_[bisphenol A],any_congenital,1
21906657,[7439-97-6]_[Mercury],neuro,1
21909620,[80-05-7]_[bisphenol A],breast,1
21912957,[32534-81-9]_[pentabromodiphenyl ether],any_congenital,1
12584010,[80-05-7]_[bisphenol A],reproductive,2
21917631,[unknowncas]_[Sugar],endocrine,1
21922192,[2921-88-2]_[Chlorpyrifos],neuro,1
21922334,[1071-83-6]_[glyphosate],neuro,1
21922334,[8018-01-7]_[mancozeb],neuro,1
21922517,[7440-48-4]_[Cobalt],eye,1
16080589,[unknownCAS]_[dietary salt],neuro_vascular,1
16097165,[79-01-6]_[trichloroethylene],renal_cancer,1
16105457,[79-06-1]_[acrylamide],hematologic_cancer,1
16112017,[1912-24-9]_[atrazine],any_congenital,2
16125560,[117-81-7]_[diethylhexyl phthalate],any_congenital,1
16125895,[unknowncas]_[nano_silver],liver,1
11545177,[25013-16-5]_[butylated hydroxyanisole],reproductive,1
16128759,[131-57-7]_[oxybenzone],immune,1
16129115,[UnknownCAS]_[Carbon nanotubes],lung,1
19818404,[335-67-1]_[perfluorooctanoic acid],reproductive,1
16140384,[7439-92-1]_[lead],any_congenital,1
22026127,[unknowncas]_[nano_silicon dioxide],liver,1
22026506,[117-81-7]_[Diethylhexyl Phthalate],any_congenital,1
22027561,[84-74-2]_[Dibutyl Phthalate],any_congenital,1
22030814,[unknowncas]_[Sugar],endocrine,1
22033861,[7439-96-5]_[Manganese],neuro,1
15279874,[50471-44-8]_[vinclozolin],reproductive,1
15297758,[50471-44-8]_[vinclozolin],reproductive,1
22057251,[688-73-3]_[tributyltin],any_congenital,1
7849855,[7439-92-1]_[lead],neuro,1
7852200,[100-42-5]_[styrene],cognitive,1
7852743,[unknownCAS]_[dietary salt],vascular,1
7859360,[107-06-2]_[ethylene dichloride],hematologic_cancer,1
7859362,[79-01-6]_[trichloroethylene],liver_cancer,2
7860613,[18540-29-9]_[chromium hexavalent ion],ent_cancer,1
7867326,[54-64-8]_[thimerosal],immune,1
7878683,[7439-92-1]_[lead],any_congenital,1
19096195,[117-81-7]_[diethylhexyl phthalate],reproductive,1
20549632,[18540-29-9]_[chromium hexavalent ion],renal,1
20563929,[unknowncas]_[pyrethrins],any_congenital,2
20566314,[1071-83-6]_[glyphosate],liver,2
20566336,[32534-81-9]_[pentabromodiphenyl ether],any_congenital,1
20570613,[unknowncas]_[pyrethrins],any_congenital,1
20594573,[335-67-1]_[perfluorooctanoic acid],liver,1
20594974,[25154-52-3]_[nonylphenol],any_congenital,1
20598165,[1163-19-5]_[decabromobiphenyl ether],any_congenital,2
20601117,[1912-24-9]_[atrazine],any_congenital,2
20604557,[7439-97-6]_[mercury],neuro,1
7932846,[122-34-9]_[simazine],reproductive,1
20608511,[unknowncas]_[pyrethrins],any_congenital,1
20616469,[unknowncas]_[carbon nanotubes],lung,1
11029274,[80-05-7]_[bisphenol A],reproductive,1
18674636,[50-00-0]_[formaldehyde],hematologic_cancer,1
18676134,[unknowncas]_[sugar],endocrine,1
18676984,[unknowncas]_[phone],neuro_cancer,2
18685711,[22839-47-0]_[aspartame],other_cancer,2
12878414,[80-05-7]_[bisphenol A],reproductive,1
18692913,[1912-24-9]_[atrazine],any_congenital,1
18706438,nano_Copper,liver,1
18708389,[unknownCAS]_[dietary salt],gastrointestinal_cancer,2
18713766,[UnknownCAS]_[perfluorobutanesulfonic acid],connective,2
18715841,[431-03-8]_[Diacetyl],lung,1
18716383,[106-94-5]_[1-bromopropane],neuro,1
18720671,[50-00-0]_[formaldehyde],cognitive,1
18753049,[1163-19-5]_[decabromobiphenyl ether],any_congenital,1
18760340,[UnknownCAS]_[Carbon nanotubes],lung,1
11990364,[1912-24-9]_[atrazine],any_congenital,2
11991303,[unknowncas]_[mold],lung,1
12013127,[688-73-3]_[tributyltin],endocrine,1
12020856,[80-05-7]_[bisphenol a],any_congenital,1
12031525,[100-42-5]_[styrene],ear,1
12051793,[7440-43-9]_[cadmium],renal,1
12054637,[79-94-7]_[tetrabromobisphenol a],endocrine,1
12065703,[80-05-7]_[bisphenol a],lung,1
12071427,[25154-52-3]_[nonylphenol],any_congenital,2
12856928,[unknowncas]_[pyrethrins],reproductive,1
12642153,[2921-88-2]_[chlorpyrifos],any_congenital,1
12676617,[1912-24-9]_[atrazine],any_congenital,1
12685722,[140-66-9]_[4-tert-octylphenol],any_congenital,2
12687701,[74-83-9]_[methyl bromide],ent_other,2
12696086,[unknowncas]_[rf not phone],heart_other,1
12696088,[unknowncas]_[rf],cognitive,2
12700204,[140-66-9]_[4-tert-octylphenol],any_congenital,1
12701410,[60-51-5]_[dimethoate],any_congenital,2
21614561,[7440-43-9]_[Cadmium],reproductive,1
17296284,[50471-44-8]_[vinclozolin],any_congenital,1
17297392,[unknowncas]_[phone],ent_cancer,2
17317096,[unknowncas]_[pyrethrins],any_congenital,1
17333913,[unknowncas]_[emf not rf],heart_other,1
17334541,[7439-97-6]_[mercury],neuro,1
17342198,[822-36-6]_[4-methylimidazole],other_cancer,1
17347135,[431-03-8]_[diacetyl],lung,1
16949592,[18540-29-9]_[chromium hexavalent ion],reproductive,1
17361017,[32534-81-9]_[pentabromodiphenyl ether],any_congenital,1
17362659,[unknowncas]_[phone],neuro_cancer,1
17374408,[335-67-1]_[perfluorooctanoic acid],liver,1
2351423,[18540-29-9]_[chromium hexavalent ion],reproductive,1
17379277,[7440-43-9]_[cadmium],renal,1
21529316,[unknownCAS]_[dietary salt],heart_chf,1
21530638,[1912-24-9]_[Atrazine],any_congenital,1
19692329,[1763-23-1]_[perfluorooctane sulfonic acid],reproductive,1
21533907,[22839-47-0]_[Aspartame],endocrine,1
8056207,[1912-24-9]_[atrazine],reproductive,2
21540421,[unknownCAS]_[dietary salt],vascular,2
11896293,[7439-97-6]_[mercury],reproductive,1
21544842,[unknowncas]_[EMF NOT RF],cognitive,2
21546348,[1163-19-5]_[decabromobiphenyl ether],endocrine,1
21549831,[25154-52-3]_[nonylphenol],any_congenital,1
21561882,[UnknownCAS]_[Pyrethrins],neuro,1
1516773,[104-76-7]_[2-ethylhexanol],reproductive,2
21570177,[unknowncas]_[nano_titanium dioxide],neuro,1
21575207,[7440-43-9]_[Cadmium],lung_cancer,1
1884910,[106-93-4]_[ethylene dibromide],reproductive,1
19328050,[UnknownCAS]_[Carbon nanotubes],lung,1
19330514,[100-42-5]_[styrene],cognitive,2
11413652,[688-73-3]_[tributyltin],reproductive,1
19337421,nano_Zinc oxide,neuro,1
19341817,[UnknownCAS]_[Carbon nanotubes],neuro_cancer,1
19353435,[2921-88-2]_[chlorpyrifos],neuro,1
22071372,[UnknownCAS]_[perfluorobutanesulfonic acid],liver_cancer,1
22072870,nano_Cerium oxide,liver,1
21714771,[117-81-7]_[Diethylhexyl Phthalate],reproductive,1
22079160,[UnknownCAS]_[Pyrethrins],neuro,1
22080754,[UnknownCAS]_[Pyrethrins],neuro,1
22085690,[7439-96-5]_[Manganese],neuro,1
22086923,[unknownCAS]_[dietary salt],renal,1
22100034,[79-94-7]_[tetrabromobisphenol A],any_congenital,1
12075117,[80-05-7]_[bisphenol a],any_congenital,2
12076313,[unknowncas]_[aloe emodin],muscle,2
12107652,[28553-12-0]_[diisononyl phthalate],liver,2
12110284,[117-81-7]_[diethylhexyl phthalate],any_congenital,1
12110284,[84-74-2]_[dibutyl phthalate],any_congenital,1
16489464,[50471-44-8]_[vinclozolin],reproductive,1
8432422,[131-57-7]_[oxybenzone],reproductive,2
9625368,[75-26-3]_[2-bromopropane],reproductive,1
2884757,[117-81-7]_[diethylhexyl phthalate],reproductive,1
19368224,[32534-81-9]_[pentabromodiphenyl ether],reproductive,1
1591481,[79-01-6]_[trichloroethylene],reproductive,2
18249509,[79-01-6]_[trichloroethylene],reproductive,2
17696135,[140-66-9]_[4-tert-octylphenol],reproductive,1
18406082,[1163-19-5]_[decabromobiphenyl ether],reproductive,1
18485663,[50471-44-8]_[vinclozolin],reproductive,2
15081776,[688-73-3]_[tributyltin],reproductive,1
15121514,[1912-24-9]_[atrazine],any_congenital,1
15129019,"[584-84-9]_[toluene 2,4-diisocyanate]",lung,1
15132767,[1912-24-9]_[atrazine],breast,1
15135310,[335-67-1]_[perfluorooctanoic acid],liver,1
15135881,[unknowncas]_[rf],cognitive,1
15143854,[unknowncas]_[mold],neuro,1
15146214,[822-36-6]_[4-methylimidazole],other_cancer,2
15151319,[8018-01-7]_[mancozeb],any_congenital,2
14736810,[79-01-6]_[trichloroethylene],reproductive,1
15172992,[75-09-2]_[methylene chloride],lung_cancer,1
15184908,[54-64-8]_[thimerosal],mental_disorder,1
21575712,[unknowncas]_[nano_silicon dioxide],liver,1
21594680,[7439-96-5]_[Manganese],neuro,1
21600953,[100-42-5]_[Styrene],hematologic_cancer,1
21601355,[UnknownCAS]_[Carbon nanotubes],lung,1
21601844,[335-67-1]_[perfluorooctanoic acid],any_congenital,2
21606628,[7439-97-6]_[Mercury],any_congenital,1
22494936,[1763-23-1]_[perfluorooctane sulfonic acid],reproductive,1
21620867,[7440-43-9]_[Cadmium],renal,1
11402670,[8018-01-7]_[mancozeb],reproductive,1
17980949,[18540-29-9]_[chromium hexavalent ion],any_congenital,1
18001809,[25154-52-3]_[nonylphenol],liver,1
18008002,[335-67-1]_[perfluorooctanoic acid],any_congenital,1
18008003,[335-67-1]_[perfluorooctanoic acid],any_congenital,1
18021603,[131-57-7]_[oxybenzone],integument,1
18029077,[79-06-1]_[acrylamide],hematologic_cancer,1
18032409,[25154-52-3]_[nonylphenol],any_congenital,2
19490990,[80-05-7]_[bisphenol A],reproductive,1
18042343,[50471-44-8]_[vinclozolin],any_congenital,1
18049996,[UnknownCAS]_[Carbon nanotubes],lung,1
18052757,[unknownCAS]_[dietary salt],bonejoint,1
15019180,[7439-97-6]_[mercury],reproductive,1
21930854,[80-05-7]_[bisphenol A],endocrine,2
21931962,[1071-83-6]_[glyphosate],neuro,1
8964255,[UnknownCAS]_[Pyrethrins],reproductive,1
12507254,[UnknownCAS]_[Pyrethrins],reproductive,1
21945414,[unknowncas]_[nano_silver],lung,1
21947502,[7439-97-6]_[Mercury],neuro,1
21960145,[7440-43-9]_[Cadmium],lung_cancer,1
21960547,[UnknownCAS]_[Carbon nanotubes],lung,1
21964423,nano_Zinc oxide,lung,1
21968025,[2921-88-2]_[Chlorpyrifos],neuro,1
3347903,[7440-43-9]_[cadmium],reproductive,1
21634407,[unknowncas]_[nano_silicon dioxide],liver,2
21639709,fullerenes,lung,2
21647932,[unknowncas]_[RF NOT Phone] ,cognitive,2
21656274,[80-05-7]_[bisphenol A],any_congenital,1
21657945,[84-74-2]_[Dibutyl Phthalate],any_congenital,1
21657985,nano_Copper,liver,1
21657985,nano_Copper,neuro,1
21659469,[unknowncas]_[Phone],neuro_cancer,1
20656887,[unknownCAS]_[dietary salt],neuro_vascular,1
20678512,[80-05-7]_[bisphenol a],breast,1
20694747,[unknownCAS]_[carbon nanotubes],lung,1
20696650,[unknowncas]_[emf not rf],neuro_cancer,1
20713430,[79-06-1]_[acrylamide],breast,1
20717764,[115-96-8]_[tris(chloroethyl)phosphate],neuro,1
20821428,[32534-81-9]_[pentabromodiphenyl ether],any_congenital,1
20821433,[80-05-7]_[bisphenol a],any_congenital,1
21663933,[32534-81-9]_[pentabromodiphenyl ether],any_congenital,1
21664489,nano_Zinc oxide,lung,1
21667189,[18540-29-9]_[chromium hexavalent ion],hematologic,1
21669222,[2921-88-2]_[Chlorpyrifos],neuro,1
21669889,[118-74-1]_[Hexachlorobenzene],any_congenital,1
21671259,[1763-23-1]_[perfluorooctane sulfonic acid],any_congenital,1
21672545,[2921-88-2]_[Chlorpyrifos],neuro,1
12106657,[79-06-1]_[Acrylamide],reproductive,2
21673326,[2921-88-2]_[Chlorpyrifos],any_congenital,1
21908765,[7440-43-9]_[Cadmium],reproductive,1
6745532,[335-67-1]_[perfluorooctanoic acid],reproductive,2
21684239,[1634-04-4]_[methyl tert-butyl ether],any_congenital,1
16713668,[1163-19-5]_[decabromobiphenyl ether],reproductive,1
12736431,[80-05-7]_[bisphenol A],endocrine,1
12746126,[7440-43-9]_[cadmium],renal,2
12748723,[75-09-2]_[methylene chloride],breast,1
12751389,[100-42-5]_[styrene],hematologic_cancer,1
12756519,[111-76-2]_[n-butoxyethanol],hematologic,1
12758006,[25154-52-3]_[nonylphenol],any_congenital,1
12762349,"[584-84-9]_[toluene 2,4-diisocyanate]",lung,1
12767690,[18540-29-9]_[chromium hexavalent ion],hematologic,1
6186005,[8018-01-7]_[mancozeb],reproductive,1
12773773,[1763-23-1]_[perfluorooctane sulfonic acid],liver,2
18767142,[25637-99-4]_[hexabromocyclododecane],any_congenital,2
18768519,[14807-96-6]_[talc],reproductive_cancer,1
18791181,[25637-99-4]_[hexabromocyclododecane],liver,1
18800274,[UnknownCAS]_[nano_titanium dioxide],lung,1
18805877,[431-03-8]_[Diacetyl],lung,1
18835401,[2921-88-2]_[chlorpyrifos],neuro,1
18835638,[80-05-7]_[bisphenol a],breast,1
18835863,[unknowncas]_[rf not phone],hematologic_cancer,2
22732598,[85-68-7]_[butylbenzyl phthalate],any_congenital,1
22828880,[375-95-1]_[perfluoro-n-nonanoic acid],any_congenital,1
22956629,[UnknownCAS]_[nano_titanium dioxide],lung,1
23027921,[unknownCAS]_[dietary salt],bonejoint,1
16155283,[unknowncas]_[soda],endocrine,1
16155283,[unknowncas]_[sugar],endocrine,1
16161714,[7440-43-9]_[cadmium],renal,1
16162846,[80-05-7]_[bisphenol a],any_congenital,1
16166740,[18540-29-9]_[chromium hexavalent ion],lung_cancer,1
16174533,[1071-83-6]_[glyphosate],neuro,1
16180010,[79-06-1]_[Acrylamide],neuro_cancer,1
16180012,[822-36-6]_[4-methylimidazole],other_cancer,2
16195208,"[101-68-8]_[4,4'-diphenylmethane diisocyanate]",lung,1
16205053,[unknownCAS]_[dietary salt],renal,1
16207938,[79-06-1]_[acrylamide],neuro,1
23470418,"[1478-61-1]_[Phenol, 4,4'-(2,2,2-trifluoro-1-(trifluoromethyl)ethylidene)bis-]",liver,1
23562765,[80-09-1]_[bis(4-hydroxyphenyl)sulfone],any_congenital,1
16637905,[117-81-7]_[Diethylhexyl Phthalate],reproductive,2
20594974,[25154-52-3]_[nonylphenol],reproductive,1
7884143,[1912-24-9]_[atrazine],reproductive,1
15458798,[84-74-2]_[dibutyl phthalate],reproductive,1
15848257,[1912-24-9]_[atrazine],reproductive,2
14687758,[85-68-7]_[butylbenzyl phthalate],reproductive,1
21621774,[117-81-7]_[Diethylhexyl Phthalate],reproductive,1
684764,[25013-16-5]_[butylated hydroxyanisole],reproductive,2
17497641,[84-74-2]_[dibutyl phthalate],reproductive,1
21898552,[25637-99-4]_[hexabromocyclododecane],reproductive,1
15046944,[140-66-9]_[4-tert-octylphenol],reproductive,1
16245156,[unknownCAS]_[dietary salt],gastrointestinal_cancer,2
16249959,[2921-88-2]_[chlorpyrifos],cognitive,1
16249997,[1763-23-1]_[perfluorooctane sulfonic acid],any_congenital,1
16280211,[94-26-8]_[butylparaben],breast,1
16280211,[99-76-3]_[methylparaben],breast,1
16283665,[unknowncas]_[emf not rf],heart_other,2
16284450,[80-05-7]_[bisphenol a],any_congenital,1
16306027,[unknowncas]_[nano_silicon dioxide],lung,1
19371265,fullerenes,integument,2
19371775,[100-42-5]_[styrene],ear,1
19375714,[unknowncas]_[sugar],vascular,1
22309709,[7439-97-6]_[Mercury],reproductive,2
19383886,[79-06-1]_[Acrylamide],neuro_cancer,2
21036407,[688-73-3]_[tributyltin],reproductive,1
19407336,[1763-23-1]_[perfluorooctane sulfonic acid],liver,2
19419669,[375-95-1]_[perfluoro-n-nonanoic acid],endocrine,2
19420288,[unknownCAS]_[dietary salt],renal,1
19420431,nano_Zinc oxide,neuro,1
19429238,[unknowncas]_[nano_silver],neuro,1
19429248,nano_Cerium oxide,lung,1
19429403,[1763-23-1]_[perfluorooctane sulfonic acid],any_congenital,1
7939592,[7440-48-4]_[cobalt],lung,1
7939595,[7440-48-4]_[cobalt],lung,1
7951164,[unknownCAS]_[dietary salt],heart_chf,1
7954475,[75-09-2]_[methylene chloride],lung_cancer,1
7977393,[127-18-4]_[tetrachloroethylene],neuro_cancer,1
7977393,[79-01-6]_[trichloroethylene],neuro_cancer,1
7985659,[unknowncas]_[emf not rf],breast,1
7991051,[7439-97-6]_[mercury],cognitive,1
7994194,[79-06-1]_[acrylamide],neuro,1
7995633,[unknownCAS]_[dietary salt],renal,1
8001255,[18540-29-9]_[chromium hexavalent ion],any_congenital,1
17409182,[7440-48-4]_[cobalt],lung_cancer,1
17411351,[unknowncas]_[mold],lung,1
17412433,[32534-81-9]_[pentabromodiphenyl ether],any_congenital,1
17420220,[50471-44-8]_[vinclozolin],any_congenital,1
17420221,[100-42-5]_[styrene],ear,1
17431488,[84-74-2]_[dibutyl phthalate],any_congenital,1
10201637,[7439-92-1]_[lead],reproductive,1
17437956,[7440-36-0]_[antimony],lung_cancer,1
17445792,[12108-13-3]_[2-methylcyclopentadienyl manganese tricarbonyl],neuro,2
17447578,[117-81-7]_[diethylhexyl phthalate],lung,1
17450229,[80-05-7]_[bisphenol a],any_congenital,1
17454560,[54-64-8]_[thimerosal],mental_disorder,1
19725464,[84-74-2]_[dibutyl phthalate],reproductive,1
18303180,[79-06-1]_[acrylamide],reproductive,2
17460953,[unknowncas]_[mold],lung,1
22105220,[32534-81-9]_[pentabromodiphenyl ether],any_congenital,1
22112501,[26761-40-0]_[diisodecyl phthalate],any_congenital,2
22115772,[18540-29-9]_[chromium hexavalent ion],renal,1
19897225,fullerenes,reproductive,1
22138297,[50-00-0]_[Formaldehyde],lung,1
22142850,[7440-43-9]_[Cadmium],lung,1
22142904,[7439-97-6]_[Mercury],cognitive,2
8096717,[7439-92-1]_[lead],reproductive,2
22142966,[79-01-6]_[Trichloroethylene],any_congenital,1
809763,[7439-97-6]_[mercury],reproductive,1
16844192,[25154-52-3]_[nonylphenol],reproductive,1
19368224,[25637-99-4]_[hexabromocyclododecane],reproductive,1
16002344,[140-66-9]_[4-tert-octylphenol],reproductive,2
9629619,[84-74-2]_[dibutyl phthalate],reproductive,1
19948620,[117-81-7]_[Diethylhexyl Phthalate],reproductive,1
15202128,[unknowncas]_[emf not rf],breast,1
21737193,[80-05-7]_[bisphenol A],reproductive,2
15205037,[1912-24-9]_[atrazine],any_congenital,2
15223131,[80-05-7]_[bisphenol a],breast,1
15236501,[unknowncas]_[mold],lung,1
15259424,[unknowncas]_[mold],neuro,1
15261450,[1563-66-2]_[carbofuran],neuro,1
20554630,[106-94-5]_[1-bromopropane],reproductive,1
15279874,[50471-44-8]_[vinclozolin],any_congenital,1
15285360,[7439-92-1]_[lead],any_congenital,1
15286035,[85-68-7]_[butylbenzyl phthalate],any_congenital,1
15288511,[100-42-5]_[styrene],cognitive,1
15289160,[25154-52-3]_[nonylphenol],any_congenital,1
8020156,"[126-72-7]_[tris(2,3-dibromopropyl)phosphate]",liver,1
20015537,[80-05-7]_[bisphenol a],reproductive,1
8035207,[79-06-1]_[Acrylamide],neuro,1
8042203,[12108-13-3]_[2-methylcyclopentadienyl manganese tricarbonyl],neuro,1
8056207,[122-34-9]_[simazine],any_congenital,2
8070870,[25013-16-5]_[butylated hydroxyanisole],gastrointestinal_cancer,1
8070877,[100-42-5]_[styrene],hematologic_cancer,1
8074077,[unknownCAS]_[dietary salt],renal,1
19429409,[1763-23-1]_[perfluorooctane sulfonic acid],any_congenital,1
14750556,[118-74-1]_[hexachlorobenzene],reproductive,2
19440492,[335-67-1]_[perfluorooctanoic acid],liver,1
19440498,[2921-88-2]_[chlorpyrifos],any_congenital,1
19440508,[1763-23-1]_[perfluorooctane sulfonic acid],any_congenital,1
19442817,[7439-97-6]_[mercury],any_congenital,2
19448997,[79-01-6]_[trichloroethylene],liver_cancer,1
19452928,nano_Cerium oxide,lung,1
19463927,[79-94-7]_[tetrabromobisphenol a],neuro,1
19464567,[UnknownCAS]_[nano_Titanium dioxide],lung,1
19477249,[1071-83-6]_[glyphosate],hematologic,2
19477249,[1071-83-6]_[glyphosate],hematologic_cancer,2
8080941,[unknowncas]_[emf not rf],neuro_cancer,1
8088140,[3380-34-5]_[triclosan],integument,1
8143528,[7439-97-6]_[mercury],any_congenital,2
11099648,[1912-24-9]_[atrazine],reproductive,1
3922753,[8018-01-7]_[mancozeb],reproductive,1
8160196,"[101-68-8]_[4,4'-diphenylmethane diisocyanate]",lung,1
8161109,[131-57-7]_[oxybenzone],immune,1
20821457,[79-94-7]_[tetrabromobisphenol a],endocrine,2
20821500,"[183658-27-7]_[2-Ethylhexyl-2,3,4,5-tetrabromobenzoate]",liver,1
20821500,"[26040-51-7]_[1,2-Benzenedicarboxylic acid, 3,4,5,6-tetrabromo-, 1,2-bis(2-ethylhexyl) ester]",liver,1
20825977,[7439-97-6]_[mercury],any_congenital,2
20842614,[unknowncas]_[sugar],renal,2
20843128,[unknowncas]_[emf not rf],hematologic_cancer,1
20844020,[unknownCAS]_[dietary salt],renal,1
20865852,[7439-97-6]_[mercury],heart_other,2
20877339,[unknowncas]_[emf not rf],hematologic_cancer,1
20920331,[unknowncas]_[carbon nanotubes],lung,1
20923742,[71-43-2]_[Benzene],any_congenital,1
20958985,[UnknownCAS]_[Carbon nanotubes],lung,1
18061678,[1163-19-5]_[decabromobiphenyl ether],any_congenital,1
18063289,[1763-23-1]_[perfluorooctane sulfonic acid],liver,1
18079133,[7439-92-1]_[lead],neuro,1
19358339,[1563-66-2]_[carbofuran],reproductive,1
18085597,[7439-92-1]_[lead],any_congenital,1
18091413,[18540-29-9]_[chromium hexavalent ion],gastrointestinal_cancer,1
18091413,[18540-29-9]_[chromium hexavalent ion],lung_cancer,2
18157908,[79-01-6]_[trichloroethylene],neuro,1
18161574,[unknowncas]_[pyrethrins],any_congenital,1
18163437,[unknowncas]_[rf],cognitive,2
18164699,[7440-43-9]_[cadmium],bonejoint,1
18166376,[2921-88-2]_[chlorpyrifos],any_congenital,1
21980460,[80-05-7]_[bisphenol A],any_congenital,1
21980536,[UnknownCAS]_[Carbon nanotubes],lung,1
21980942,[71-43-2]_[Benzene],any_congenital,1
18804294,[25154-52-3]_[nonylphenol],reproductive,2
21987463,[80-05-7]_[bisphenol A],any_congenital,1
21988766,[80-05-7]_[bisphenol A],breast,1
21993543,[2921-88-2]_[Chlorpyrifos],neuro,1
21995556,[unknowncas]_[nano_titanium dioxide],lung,1
22000783,[7439-97-6]_[Mercury],any_congenital,1
18842694,[7440-43-9]_[cadmium],bonejoint,1
18929619,[unknowncas]_[nano_titanium dioxide],neuro,1
18937033,[7439-91-0]_[lanthanum],neuro,1
18937307,[7440-43-9]_[cadmium],renal,1
18941568,[UnknownCAS]_[nano_Titanium dioxide],lung,2
18941583,[1763-23-1]_[perfluorooctane sulfonic acid],any_congenital,2
18941583,[335-67-1]_[perfluorooctanoic acid],any_congenital,2
23530988,[80-09-1]_[bis(4-hydroxyphenyl)sulfone],reproductive,1
12791550,[unknowncas]_[mold],lung,2
12792139,[unknowncas]_[sugar],eye,1
12792990,[80-05-7]_[bisphenol a],any_congenital,1
12804208,[100-42-5]_[styrene],ear,1
12814200,[50-00-0]_[formaldehyde],ent_cancer,1
15597889,[1912-24-9]_[atrazine],reproductive,1
12830942,[80-05-7]_[bisphenol A],endocrine,2
12834785,[50471-44-8]_[vinclozolin],any_congenital,1
12835286,[unknowncas]_[emf not rf],breast,2
12836990,[688-73-3]_[tributyltin],endocrine,1
17467774,[25637-99-4]_[hexabromocyclododecane],any_congenital,1
17467901,[80-05-7]_[bisphenol a],any_congenital,1
17471070,[unknowncas]_[rf not phone],cognitive,1
17472977,[unknowncas]_[emf not rf],breast,2
17481684,[7439-97-6]_[mercury],renal,2
17486286,[1071-83-6]_[glyphosate],any_congenital,1
17488742,[335-67-1]_[perfluorooctanoic acid],any_congenital,1
17498859,[51-03-6]_[piperonyl butoxide],liver_cancer,1
17508988,[80-05-7]_[bisphenol a],any_congenital,1
17509645,[688-73-3]_[tributyltin],any_congenital,1
17513405,[unknowncas]_[soda],endocrine,1
22120136,[1912-24-9]_[Atrazine],reproductive,1
20077217,[85-68-7]_[butylbenzyl phthalate],reproductive,1
19440508,[335-67-1]_[perfluorooctanoic acid],reproductive,2
16730524,[2921-88-2]_[chlorpyrifos],reproductive,1
12725078,[7439-97-6]_[mercury],reproductive,1
15003701,[3380-34-5]_[Triclosan],reproductive,2
18594995,[7439-92-1]_[lead],reproductive,1
11390170,[84-74-2]_[dibutyl phthalate],reproductive,1
7520983,[79-06-1]_[Acrylamide],reproductive,1
16678996,[117-81-7]_[diethylhexyl phthalate],reproductive,1
19429394,[UnknownCAS]_[Pyrethrins],reproductive,1
15303697,[1912-24-9]_[atrazine],any_congenital,1
15305093,[7439-91-0]_[lanthanum],neuro,1
15310855,[335-67-1]_[perfluorooctanoic acid],liver,1
15312127,[unknowncas]_[sugar],vascular,1
15316135,[54-64-8]_[thimerosal],mental_disorder,2
15317919,[71-43-2]_[benzene],hematologic_cancer,1
